Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
26,#BBQ,#BBQ,#BBQ,6485,6606,6535,6556,B,,alt-G_bent-L,,ASL_2011_06_08_Brady_scene16-camera1.mov,Loan Signs,#BBQ
27,#BUS,#BUS,#BUS,1320,1468,1370,1418,B,,S,,ASL_2008_01_11_scene59-camera1.mov,Loan Signs,#BUS
28,#BUS,#BUS,#BUS,231,355,281,305,B,,S,,ASL_2008_05_12a_scene37-camera1.mov,Loan Signs,#BUS
29,#BUS,#BUS,#BUS,202,318,252,268,B,,S,,ASL_2008_08_04_scene38-camera1.mov,Loan Signs,#BUS
30,#BUS,#BUS,#BUS,7660,7775,7710,7725,B-xd,,S,,ASL_2011_06_08_Brady_scene24-camera1.mov,Loan Signs,#BUS
31,#CC,#CC,#CC,1010,1146,1060,1096,C,,C,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene9-camera1.mov,Loan Signs,#CC
32,#CC,#CC,#CC,2782,2898,2832,2848,C,,C,,ASL_2011_06_08_Brady_scene26-camera1.mov,Loan Signs,#CC
33,#CLUB,#CLUB,#CLUB,610,730,660,680,C,,B,,ASL_2006_10_10_scene2-camera1.mov,Loan Signs,#CLUB
34,#CLUB,#CLUB,#CLUB,759,892,809,842,C,,B,,ASL_2007_05_24_scene5-camera1.mov,Loan Signs,#CLUB
35,#CO,#CO,#CO,436,564,486,514,C,,O,,ASL_2008_01_11_scene61-camera1.mov,Loan Signs,#CO
36,#CO,#CO,#CO,2240,2360,2290,2310,C,,O,,ASL_2008_05_12a_scene37-camera1.mov,Loan Signs,#CO
37,#CO,#CO,#CO,2325,2438,2375,2388,C,,O,,ASL_2008_08_04_scene38-camera1.mov,Loan Signs,#CO
38,#CO,#CO,#CO,10923,11031,10973,10981,C,,O,,ASL_2011_06_08_Brady_scene24-camera1.mov,Loan Signs,#CO
39,#CP,#CP,#CP,640,775,690,725,C,,K,,ASL_2008_01_11_scene61-camera1.mov,Loan Signs,#CP
40,#CP,#CP,#CP,358,472,408,422,C,,K,,ASL_2008_08_04_scene39-camera1.mov,Loan Signs,#CP
41,#CP,#CP,#CP,11128,11242,11178,11192,C,,K,,ASL_2011_06_08_Brady_scene24-camera1.mov,Loan Signs,#CP
48,#EARLY,#EARLY,#EARLY,1086,1252,1136,1202,E,,Y,,ASL_2008_01_18_scene27-camera1.mov,Loan Signs,#EARLY
49,#EARLY,#EARLY,#EARLY,1560,1717,1610,1667,E,,Y,,ASL_2008_01_18_scene27-camera1.mov,Loan Signs,#EARLY
50,#EARLY,#EARLY,#EARLY,4758,4891,4808,4841,E,,Y,,ASL_2011_06_14_Brady_scene9-camera1.mov,Loan Signs,#EARLY
51,#EARLY,#EARLY,#EARLY,5316,5451,5366,5401,E,,Y,,ASL_2011_06_14_Brady_scene9-camera1.mov,Loan Signs,#EARLY
149,#ED,(1h)#ED,(1h)#ED,2500,2625,2550,2575,E,,D,,ASL_2008_01_18_scene28-camera1.mov,Loan Signs,#ED
52,#ED,#ED,#ED,425,580,475,530,E,E,D,D,ASL_2010_08_10_Liz_additional_lexicon_signs_scene11-camera1.mov,Loan Signs,#ED
53,#ED,#ED,#ED,3065,3190,3115,3140,loose-E,loose-E,D,D,ASL_2008_05_29a_scene8-camera1.mov,Loan Signs,#ED
54,#ED,#ED,#ED,3012,3135,3062,3085,E,E,D,D,ASL_2008_08_06_scene28-camera1.mov,Loan Signs,#ED
55,#ED,#ED,#ED,2878,2996,2928,2946,E,E,D,D,ASL_2011_06_14_Brady_scene10-camera1.mov,Loan Signs,#ED
56,#FF,#FF,#FF,1710,1845,1760,1795,F,,F,,ASL_2008_01_18_scene49-camera1.mov,Loan Signs,#FF
57,#FF,#FF,#FF,1495,1617,1545,1567,F,,F,,ASL_2008_05_29a_scene30-camera1.mov,Loan Signs,#FF
58,#FF,#FF,#FF,1291,1415,1341,1365,F,,F,,ASL_2008_08_06_scene49-camera1.mov,Loan Signs,#FF
59,#FF,#FF,#FF,829,941,879,891,F,,F,,ASL_2011_06_14_Brady_scene23-camera1.mov,Loan Signs,#FF
60,#FF,#FF,#FF,2361,2509,2411,2459,F,,F,,ASL_2007_05_24_scene15-camera1.mov,Loan Signs,#FF
61,#FF,#FF_2,#FF_2,2426,2550,2476,2500,F,,F,,ASL_2006_10_10_scene11-camera1.mov,Loan Signs,#FF
62,#FIX,#FIX,#FIX,1379,1504,1429,1454,F,,X,,ASL_2008_01_18_scene43-camera1.mov,Loan Signs,#FIX
63,#FIX,#FIX,#FIX,1230,1343,1280,1293,F,,X,,ASL_2008_05_29a_scene23-camera1.mov,Loan Signs,#FIX
64,#FIX,#FIX,#FIX,1395,1511,1445,1461,F,,X,,ASL_2008_08_06_scene43-camera1.mov,Loan Signs,#FIX
65,#HA-HA,#HA-HA,#HA-HA+,5223,5343,5273,5293,U-L,,10,,ASL_2011_06_14_Brady_scene30-camera1.mov,Loan Signs,#HA-HA
66,#HA-HA,#HA-HA,#HA-HA++,205,350,255,300,U-L,,10,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene20-camera1.mov,Loan Signs,#HA-HA
67,#HR,#HR,#HR,775,915,825,865,U,,R,,ASL_2008_02_01_scene15-camera1.mov,Loan Signs,#HR
68,#HR,#HR,#HR,750,875,800,825,U,,R,,ASL_2008_05_29a_scene44-camera1.mov,Loan Signs,#HR
69,#HR,#HR,#HR,1126,1258,1176,1208,U,,R,,ASL_2008_08_13_scene12-camera1.mov,Loan Signs,#HR
70,#HR,#HR,#HR,4955,5066,5005,5016,U,,R,,ASL_2011_06_14_Brady_scene30-camera1.mov,Loan Signs,#HR
72,#IF,#IF,#IF+,1680,1797,1730,1747,I,,F,,ASL_2008_05_29b_scene4-camera1.mov,Loan Signs,#IF
71,#IF,#IFwg,#IFwg,1695,1840,1745,1790,I,,F,,ASL_2008_02_01_scene29-camera1.mov,Loan Signs,#IF
73,#IF,#IFwg,#IFwg,102,224,152,174,I,,F,,ASL_2011_06_14_Brady_scene39-camera1.mov,Loan Signs,#IF
74,#IF,#IFwg,#IFwg,4770,4902,4820,4852,I,,F,,ASL_2008_08_13_scene24-camera1.mov,Loan Signs,#IF
75,#JOB,#JOB,#JOB,2135,2266,2185,2216,I,,B,,ASL_2008_02_01_scene37-camera1.mov,Loan Signs,#JOB
76,#JOB,#JOB,#JOB,4142,4253,4192,4203,I,,B,,ASL_2011_06_14_Brady_scene43-camera1.mov,Loan Signs,#JOB
77,#JOB,#JOB,#JOB,1040,1153,1090,1103,I,,B,,ASL_2006_10_10_scene2-camera1.mov,Loan Signs,#JOB
78,#JOB,#JOB_2,#JOB_2,1457,1572,1507,1522,I,,B,,ASL_2008_08_13_scene31-camera1.mov,Loan Signs,#JOB
79,#JOB,#JOB_2,#JOB_2,1259,1411,1309,1361,I,,B,,ASL_2007_05_24_scene5-camera1.mov,Loan Signs,#JOB
80,#LAB,#LAB,#LAB,451,585,501,535,L,,B,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene31-camera1.mov,Loan Signs,#LAB
81,#LAB,#LAB,#LAB,250,367,300,317,L,,B-xd,,ASL_2011_06_14_Brady_scene46-camera1.mov,Loan Signs,#LAB
82,#MW,#MW,#MW,1131,1255,1181,1205,M,,W,,ASL_2008_02_01_scene56-camera1.mov,Loan Signs,#MW
83,#NO,#NO,#NO,3623,3755,3673,3705,U-L,,flat-O_2,,ASL_2008_02_15_scene19-camera1.mov,Loan Signs,#NO
84,#NO,#NO,#NO,1879,1983,1929,1933,U-L,,flat-O_2,,ASL_2006_10_10_scene19-camera1.mov,Loan Signs,#NO
85,#NO,#NO,#NO++,1788,1930,1838,1880,U-L,,flat-O_2,,ASL_2007_05_24_scene21-camera1.mov,Loan Signs,#NO
86,#OD,#OD,#OD,1452,1591,1502,1541,O,,D,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene21-camera1.mov,Loan Signs,#OD
87,#OD,#OD,#OD,3786,3904,3836,3854,O,,D,,ASL_2011_07_19_Brady_scene23-camera1.mov,Loan Signs,#OD
88,#OFF,#OFF,#OFF,722,850,772,800,O,,F,,ASL_2008_02_15_scene23-camera1.mov,Loan Signs,#OFF
89,#OFF,#OFF,#OFF,1446,1564,1496,1514,O,,F,,ASL_2011_07_19_Brady_scene18-camera1.mov,Loan Signs,#OFF
90,#OK,#OK,#OK,1045,1182,1095,1132,O,,K,,ASL_2008_02_15_scene22-camera1.mov,Loan Signs,#OK
91,#OK,#OK,#OK,2352,2460,2402,2410,O,,K,,ASL_2011_07_19_Brady_scene17-camera1.mov,Loan Signs,#OK
92,#OR,#OR,#OR,1240,1390,1290,1340,O,,R,,ASL_2008_02_15_scene22-camera1.mov,Loan Signs,#OR
93,#OR,#OR,#OR,2550,2662,2600,2612,O,,R,,ASL_2011_07_19_Brady_scene17-camera1.mov,Loan Signs,#OR
274,#PE,(2h)#PE,(2h)#PE,3750,3870,3800,3820,K,K,E,E,ASL_2011_06_14_Brady_scene30-camera1.mov,Loan Signs,#PE
94,#PE,#PE,#PE,3225,3370,3275,3320,K,,E,,ASL_2008_02_01_scene13-camera1.mov,Loan Signs,#PE
95,#PE,#PE,#PE,3301,3435,3351,3385,K,,E,,ASL_2008_08_13_scene11-camera1.mov,Loan Signs,#PE
96,#PE,#PE,#PE,3057,3170,3107,3120,K,,E,,ASL_2011_06_14_Brady_scene30-camera1.mov,Loan Signs,#PE
97,#PIZZA,#PIZZA,#PIZZA,3770,3935,3820,3885,K,,A,,ASL_2008_02_15_scene40-camera1.mov,Loan Signs,#PIZZA
98,#PO,#PO,#PO,865,981,915,931,K,,O,,ASL_2008_02_15_scene45-camera1.mov,Loan Signs,#PO
99,#PO,#PO,#PO,429,547,479,497,K,,O,,ASL_2011_07_19_Brady_scene39-camera1.mov,Loan Signs,#PO
100,#REF,#REF,#REF,512,660,562,610,R,,F,,ASL_2008_02_29_scene8-camera1.mov,Loan Signs,#REF
101,#REF,#REF,#REF,81,204,131,154,R,,F,,ASL_2011_07_19_Brady_scene53-camera1.mov,Loan Signs,#REF
102,#RR,#RR,#RR,1315,1452,1365,1402,R,,R,,ASL_2008_02_29_scene13-camera1.mov,Loan Signs,#RR
103,#RR,#RR,#RR,921,1045,971,995,R,,R,,ASL_2011_07_19_Brady_scene58-camera1.mov,Loan Signs,#RR
104,#RR,#RR,#RR,1102,1236,1152,1186,R,,R,,ASL_2007_05_24_scene25-camera1.mov,Loan Signs,#RR
105,#SS,#SS,#SS,1471,1620,1521,1570,S,,S,,ASL_2008_02_29_scene37-camera1.mov,Loan Signs,#SS
106,#SS,#SS,#SS,2376,2514,2426,2464,S,,S,,ASL_2011_07_19_Brady_scene89-camera1.mov,Loan Signs,#SS
107,#TTY,#TTY,#TTY,972,1104,1022,1054,T,,Y,,ASL_2008_03_28_scene24-camera1.mov,Loan Signs,#TTY
108,#TTY,#TTY,#TTY,2288,2412,2338,2362,T,,Y,,ASL_2011_07_22_Brady_scene12-camera1.mov,Loan Signs,#TTY
109,#TV,#TV,#TV+,440,561,490,511,T,,V,,ASL_2008_03_28_scene7-camera1.mov,Loan Signs,#TV
110,#TV,#TV,#TV+,1100,1226,1150,1176,T,,V,,ASL_2011_07_19_Brady_scene111-camera1.mov,Loan Signs,#TV
8685,#VP_2,#VP_2,#VP_2,2780,2928,2830,2878,V,,K,,ASL_2008_03_28_scene31-camera1.mov,Loan Signs,#VP_2
8686,#VP_2,#VP_2,#VP_2,1778,1898,1828,1848,V,,K,,ASL_2011_07_22_Brady_scene20-camera1.mov,Loan Signs,#VP_2
111,#WHAT,#WHAT,#WHAT,2062,2225,2112,2175,W,,T,,ASL_2008_03_28_scene39-camera1.mov,Loan Signs,#WHAT
112,#WHAT,#WHAT,#WHAT,3288,3420,3338,3370,5,,T,,ASL_2011_07_22_Brady_scene27-camera1.mov,Loan Signs,#WHAT
113,#WILL,#WILL,#WILL,1318,1447,1368,1397,W,,L,,ASL_2008_03_28_scene42-camera1.mov,Loan Signs,#WILL
114,#WILL,#WILL,#WILL,1295,1424,1345,1374,W,,L,,ASL_2011_07_22_Brady_scene30-camera1.mov,Loan Signs,#WILL
115,#WOW,#WOW,#WOW,1565,1712,1615,1662,W,,W,,ASL_2008_03_28_scene45-camera1.mov,Loan Signs,#WOW
116,#WOW,#WOW,#WOW,2280,2410,2330,2360,W,,W,,ASL_2011_07_22_Brady_scene33-camera1.mov,Loan Signs,#WOW
117,#YES,#YES,#YES,2031,2161,2081,2111,Y,,S,,ASL_2008_03_28_scene47-camera1.mov,Loan Signs,#YES
119,#YES,#YES,#YES,2263,2380,2313,2330,Y,,S,,ASL_2011_07_22_Brady_scene35-camera1.mov,Loan Signs,#YES
752,A,A,A,2295,2420,2345,2370,A,,A,,ASL_2008_01_11_scene4-camera1.mov,Lexical Signs,A
753,A,A,A,1500,1650,1550,1600,A,,A,,ASL_2008_05_12a_scene3-camera1.mov,Lexical Signs,A
754,A,A,A,1780,1900,1830,1850,A,,A,,ASL_2008_08_04_scene3-camera1.mov,Lexical Signs,A
755,A,A,A,6974,7098,7024,7048,A,,A,,ASL_2011_06_08_Brady_scene6-camera1.mov,Lexical Signs,A
756,A-LEVEL-ABOVE,A-LEVEL-ABOVE,A-LEVEL-ABOVE,370,500,420,450,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,A-LEVEL-ABOVE
757,A-LEVEL-ABOVE,A-LEVEL-ABOVE,A-LEVEL-ABOVE,3525,3644,3575,3594,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,A-LEVEL-ABOVE
758,A-LOT,A-LOT,A-LOT,1010,1141,1060,1091,5,5,5,5,ASL_2008_01_11_scene12-camera1.mov,Lexical Signs,A-LOT
759,A-LOT,A-LOT,A-LOT,2075,2200,2125,2150,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_01_scene25-camera1.mov,Lexical Signs,A-LOT
760,A-LOT,A-LOT,A-LOT,1300,1421,1350,1371,5,5,5,5,ASL_2008_05_12a_scene10-camera1.mov,Lexical Signs,A-LOT
761,A-LOT,A-LOT,A-LOT,1630,1761,1680,1711,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_29a_scene15-camera1.mov,Lexical Signs,A-LOT
762,A-LOT,A-LOT,A-LOT,765,888,815,838,5,5,crvd-5,crvd-5,ASL_2008_08_04_scene9-camera1.mov,Lexical Signs,A-LOT
763,A-LOT,A-LOT,A-LOT,4453,4577,4503,4527,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_13_scene21-camera1.mov,Lexical Signs,A-LOT
764,A-LOT,A-LOT,A-LOT,1162,1287,1212,1237,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene11-camera1.mov,Lexical Signs,A-LOT
765,A-LOT,A-LOT,A-LOT,3344,3470,3394,3420,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,A-LOT
766,A-LOT,A-LOT,A-LOT,5314,5434,5364,5384,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene37-camera1.mov,Lexical Signs,A-LOT
767,ABANDON,ABANDON,ABANDON,130,256,180,206,S,S,5,5,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ABANDON
768,ABANDON,ABANDON,ABANDON,2177,2299,2227,2249,S,S,5,5,ASL_2008_05_12a_scene3-camera1.mov,Lexical Signs,ABANDON
769,ABANDON,ABANDON,ABANDON,7789,7904,7839,7854,S,S,5,5,ASL_2011_06_08_Brady_scene6-camera1.mov,Lexical Signs,ABANDON
152,ABORTION,(1h)ABORTION,(1h)ABORTION,1048,1213,1098,1163,5,,5,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs,ABORTION
650,ABORTION,(S)ABORTION,(S)ABORTION,325,450,375,400,S,B-L,crvd-5,B-L,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ABORTION
771,ABORTION,ABORTION,ABORTION,400,530,450,480,crvd-5,B-L,5,B-L,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ABORTION
772,ABORTION,ABORTION_2,ABORTION_2,498,625,548,575,5-C-L,5,5,5,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ABORTION
590,ABOUT,(nd-flat-O)ABOUT,(nd-flat-O)ABOUT,671,823,721,773,1,flat-O,1,flat-O,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ABOUT
591,ABOUT,(nd-flat-O)ABOUT,(nd-flat-O)ABOUT,1867,1986,1917,1936,1,flat-O,1,flat-O,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ABOUT
773,ABOUT,ABOUT,ABOUT,505,668,555,618,1,1,1,1,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ABOUT
774,ABOVE,ABOVE,ABOVE,1246,1375,1296,1325,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ABOVE
775,ABOVE,ABOVE_2,ABOVE_2,2238,2367,2288,2317,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ABOVE
776,ABOVE,ABOVE_3,ABOVE_3,722,860,772,810,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ABOVE
777,ABOVE,ABOVE_3,ABOVE_3,919,1056,969,1006,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ABOVE
778,ABSENT,ABSENT,ABSENT,4686,4816,4736,4766,1,25,1,25,ASL_2008_02_15_scene6-camera1.mov,Lexical Signs,ABSENT
779,ABSENT,ABSENT,ABSENT,2768,2892,2818,2842,1,25,1,25,ASL_2011_07_19_Brady_scene3-camera1.mov,Lexical Signs,ABSENT
780,ABSTRACT,ABSTRACT,ABSTRACT+,1730,1900,1780,1850,5,5,5,5,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs,ABSTRACT
781,ABSTRACT,ABSTRACT,ABSTRACT+,6137,6275,6187,6225,5,5,5,5,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,ABSTRACT
782,ABUSE,ABUSE,ABUSE+,1695,1845,1745,1795,A,1,A,1,ASL_2008_01_11_scene35-camera1.mov,Lexical Signs,ABUSE
783,ABUSE,ABUSE,ABUSE+,238,420,288,370,A,1,A,1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene23-camera1.mov,Lexical Signs,ABUSE
784,ABUSE,ABUSE,ABUSE+,652,773,702,723,S,1,S,1,ASL_2011_06_08_Brady_scene8-camera1.mov,Lexical Signs,ABUSE
785,ABUSE,ABUSE,ABUSE+,10910,11042,10960,10992,S,1,S,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs,ABUSE
786,ABUSE,ABUSE,ABUSE++,925,1060,975,1010,S,1,S,1,ASL_2008_05_12a_scene23-camera1.mov,Lexical Signs,ABUSE
787,ABUSE,ABUSE,ABUSE++,585,732,635,682,S,1,S,1,ASL_2008_08_04_scene24-camera1.mov,Lexical Signs,ABUSE
788,ABUSE,ABUSE,ABUSE+++,611,756,661,706,S,1,S,1,ASL_2008_05_12a_scene23-camera1.mov,Lexical Signs,ABUSE
789,ACCEPT,ACCEPT,ACCEPT,1515,1655,1565,1605,5,5,flat-O,flat-O,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ACCEPT
790,ACCEPT,ACCEPT,ACCEPT,1301,1425,1351,1375,5,5,flat-O,flat-O,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ACCEPT
791,ACCEPT,ACCEPT,ACCEPT,2853,2980,2903,2930,5,5,flat-O,flat-O,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ACCEPT
792,ACCEPT,ACCEPT,ACCEPT,222,333,272,283,5,5,flat-O,flat-O,ASL_2006_10_10_scene2-camera1.mov,Lexical Signs,ACCEPT
793,ACCEPT,ACCEPT,ACCEPT,228,367,278,317,5,5,flat-O,flat-O,ASL_2007_05_24_scene5-camera1.mov,Lexical Signs,ACCEPT
377,ACCIDENT,(3)ACCIDENT,(3)ACCIDENT,1655,1775,1705,1725,3,3,S,A,ASL_2008_05_12a_scene4-camera1.mov,Lexical Signs,ACCIDENT
391,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,1745,1890,1795,1840,5,5,A,A,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ACCIDENT
392,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,3097,3224,3147,3174,5,5,10,10,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ACCIDENT
393,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,469,612,519,562,5,5,S,S,ASL_2006_10_10_scene2-camera1.mov,Lexical Signs,ACCIDENT
394,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,582,710,632,660,5,5,S,S,ASL_2007_05_24_scene5-camera1.mov,Lexical Signs,ACCIDENT
794,ACCIDENT,ACCIDENT,ACCIDENT,1965,2091,2015,2041,S,S,S,S,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ACCIDENT
795,ACCIDENT,ACCIDENT,ACCIDENT,3357,3488,3407,3438,S,S,S,S,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ACCIDENT
796,ACCOMPANY,ACCOMPANY,ACCOMPANY,2191,2330,2241,2280,A,A,A,A,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs,ACCOMPANY
797,ACCOMPANY,ACCOMPANY,ACCOMPANY,3759,3878,3809,3828,A,A,A,A,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs,ACCOMPANY
798,ACQUIRE,ACQUIRE,ACQUIRE,1525,1681,1575,1631,open-8,open-8,8,8,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs,ACQUIRE
799,ACT,ACT,ACT+,1337,1495,1387,1445,A,A,A,A,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,ACT
800,ACT,ACT,ACT+,547,708,597,658,A,A,A,A,ASL_2008_08_04_scene5-camera1.mov,Lexical Signs,ACT
801,ACT,ACT,ACT+,1240,1392,1290,1342,A,A,A,A,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,ACT
802,ACT,ACT,ACT+,7030,7155,7080,7105,A,A,A,A,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,ACT
803,ACT,ACT,ACT+,404,539,454,489,10,10,10,10,ASL_2011_07_22_Brady_scene42-camera1.mov,Lexical Signs,ACT
804,ACT,ACT,ACT++,1555,1720,1605,1670,A,A,A,A,ASL_2008_01_11_scene6-camera1.mov,Lexical Signs,ACT
805,ACT,ACT,ACT++,3890,4035,3940,3985,10,10,10,10,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs,ACT
806,ACT,ACT,ACT++,1570,1715,1620,1665,10,10,10,10,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,ACT
39159,ACT+AGENT,ACT+AGENT,ACT+AGENT,150,279,200,229,10,10,B-L,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov,Compound Signs,ACT+AGENT
39160,ACT+AGENT,ACT+AGENT,ACT+AGENT,2149,2316,2199,2266,A,A,B-L,B-L,ASL_2008_01_11_scene6-camera1.mov,Compound Signs,ACT+AGENT
39161,ACT+AGENT,ACT+AGENT,ACT+AGENT,4478,4627,4528,4577,10,10,B-L,B-L,ASL_2008_05_12a_scene6-camera1.mov,Compound Signs,ACT+AGENT
39162,ACT+AGENT,ACT+AGENT,ACT+AGENT,1005,1157,1055,1107,A,A,B-L,B-L,ASL_2008_08_04_scene5-camera1.mov,Compound Signs,ACT+AGENT
39163,ACT+AGENT,ACT+AGENT,ACT+AGENT,3072,3206,3122,3156,A,A,B-L,B-L,ASL_2011_06_08_Brady_scene15-camera1.mov,Compound Signs,ACT+AGENT
807,ACTION,ACTION,ACTION++,1805,1965,1855,1915,C,C,C,C,ASL_2008_01_11_scene6-camera1.mov,Lexical Signs,ACTION
808,ACTION,ACTION,ACTION++,2361,2526,2411,2476,crvd-sprd-B,crvd-5,crvd-5,crvd-sprd-B,ASL_2008_01_18_scene20-camera1.mov,Lexical Signs,ACTION
809,ACTION,ACTION,ACTION++,3605,3760,3655,3710,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene20-camera1.mov,Lexical Signs,ACTION
810,ACTION,ACTION,ACTION+++,651,805,701,755,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_11_scene38-camera1.mov,Lexical Signs,ACTION
811,ACTION,ACTION,ACTION+++,752,911,802,861,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_04_scene5-camera1.mov,Lexical Signs,ACTION
812,ACTION,ACTION,ACTION+++,1788,1952,1838,1902,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_04_scene25-camera1.mov,Lexical Signs,ACTION
813,ACTION,ACTION,ACTION+++,7186,7358,7236,7308,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_08_Brady_scene18-camera1.mov,Lexical Signs,ACTION
814,ACTION,ACTION,ACTION++++,4161,4311,4211,4261,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs,ACTION
815,ACTION,ACTION,ACTION++++,2169,2323,2219,2273,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2006_10_10_scene3-camera1.mov,Lexical Signs,ACTION
816,ADAPT,ADAPT,ADAPT,13891,14011,13941,13961,A,A,A,A,ASL_2011_06_08_Brady_scene26-camera1.mov,Lexical Signs,ADAPT
821,ADDICTED,ADDICTED,ADDICTED,1920,2056,1970,2006,X,,X,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs,ADDICTED
822,ADDRESS,ADDRESS,ADDRESS,3026,3170,3076,3120,10,10,10,10,ASL_2008_01_11_scene6-camera1.mov,Lexical Signs,ADDRESS
207837,ADDRESS,ADDRESS,ADDRESS,1760,1891,1810,1841,A,A,A,A,ASL_2008_08_04_scene5-camera1.mov,Lexical Signs,ADDRESS
824,ADDRESS,ADDRESS_2,ADDRESS_2,5335,5470,5385,5420,A,A,A,A,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs,ADDRESS
153,ADMIT,(1h)ADMIT,(1h)ADMIT,6300,6442,6350,6392,B-L,,B-L,,ASL_2008_05_12a_scene6-camera1.mov,Lexical Signs,ADMIT
825,ADMIT,ADMIT,ADMIT,490,623,540,573,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene7-camera1.mov,Lexical Signs,ADMIT
826,ADMIT,ADMIT,ADMIT,3457,3587,3507,3537,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene5-camera1.mov,Lexical Signs,ADMIT
827,ADULT-TALL,ADULT,ADULT,2731,2851,2781,2801,bent-B-L,,bent-B-L,,ASL_2008_03_28_scene4-camera1.mov,Lexical Signs,ADULT-TALL
828,ADULT-TALL,ADULT,ADULT,735,880,785,830,bent-B-L,,bent-B-L,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,Lexical Signs,ADULT-TALL
